Group 1 on team 0 has 4647 units each with 7816 hp.  Does 48 fire damage.
Group 2 on team 0 has 301 units each with 3152 hp.  Does 139 fire damage.
Group 3 on team 0 has 1508 units each with 8344 hp.  Does 85 cold damage.
Group 4 on team 0 has 2956 units each with 5021 hp.  Does 48 slashing damage.
Group 5 on team 0 has 898 units each with 11545 hp.  Does 135 cold damage.
Group 6 on team 0 has 207 units each with 6235 hp.  Does 277 slashing damage.
Group 7 on team 0 has 7550 units each with 8773 hp.  Does 46 radiation damage.
Group 8 on team 0 has 1057 units each with 3791 hp.  Does 62 bludgeoning damage.
Group 9 on team 0 has 5086 units each with 3281 hp.  Does 40 cold damage.
Group 10 on team 0 has 330 units each with 4136 hp.  Does 126 cold damage.
Group 11 on team 1 has 1755 units each with 6886 hp.  Does 6 fire damage.
Group 12 on team 1 has 2251 units each with 33109 hp.  Does 29 cold damage.
Group 13 on team 1 has 298 units each with 18689 hp.  Does 123 slashing damage.
Group 14 on team 1 has 312 units each with 15735 hp.  Does 99 cold damage.
Group 15 on team 1 has 326 units each with 16400 hp.  Does 98 radiation damage.
Group 16 on team 1 has 4365 units each with 54947 hp.  Does 22 cold damage.
Group 17 on team 1 has 1446 units each with 51571 hp.  Does 63 fire damage.
Group 18 on team 1 has 8230 units each with 12331 hp.  Does 2 fire damage.
Group 19 on team 1 has 4111 units each with 17381 hp.  Does 7 cold damage.
Group 20 on team 1 has 366 units each with 28071 hp.  Does 150 fire damage.

Round 1 beginning.
Group 15 on team 1 did 31948 radiation damage to group 9 on team 0, killing 9.000000 units.
Group 16 on team 1 did 94204 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16398 fire damage to group 8 on team 0, killing 4.000000 units.
Group 7 on team 0 did 335800 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 28196 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 123675 cold damage to group 12 on team 1, killing 3.000000 units.
Group 14 on team 1 did 10989 cold damage to group 10 on team 0, killing 2.000000 units.
Group 12 on team 1 did 63713 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 35280 cold damage to group 18 on team 1, killing 2.000000 units.
Group 8 on team 0 did 122264 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 5 on team 0 did 117450 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 215040 fire damage to group 17 on team 1, killing 4.000000 units.

Round 19 beginning.
Group 15 on team 1 did 19600 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 386320 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 84861 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 21900 fire damage to group 3 on team 0, killing 2.000000 units.
Group 4 on team 0 did 272832 slashing damage to group 14 on team 1, killing 17.000000 units.
Group 16 on team 1 did 94072 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16394 fire damage to group 8 on team 0, killing 4.000000 units.
Group 7 on team 0 did 335340 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 28154 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 123505 cold damage to group 12 on team 1, killing 3.000000 units.
Group 14 on team 1 did 9306 cold damage to group 10 on team 0, killing 2.000000 units.
Group 12 on team 1 did 63626 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 35028 cold damage to group 18 on team 1, killing 2.000000 units.
Group 8 on team 0 did 121768 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 5 on team 0 did 117315 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 214560 fire damage to group 17 on team 1, killing 4.000000 units.

Round 20 beginning.
Group 15 on team 1 did 18914 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 384800 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 84609 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 19950 fire damage to group 3 on team 0, killing 2.000000 units.
Group 4 on team 0 did 272352 slashing damage to group 14 on team 1, killing 17.000000 units.
Group 16 on team 1 did 93940 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16390 fire damage to group 8 on team 0, killing 4.000000 units.
Group 7 on team 0 did 334880 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 28112 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 123335 cold damage to group 12 on team 1, killing 3.000000 units.
Group 12 on team 1 did 63539 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 35028 cold damage to group 18 on team 1, killing 2.000000 units.
Group 8 on team 0 did 121272 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10470 fire damage to group 10 on team 0, killing 2.000000 units.
Group 5 on team 0 did 117180 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 214080 fire damage to group 17 on team 1, killing 4.000000 units.

Round 21 beginning.
Group 15 on team 1 did 18228 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 383280 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 84357 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 18000 fire damage to group 3 on team 0, killing 2.000000 units.
Group 4 on team 0 did 271872 slashing damage to group 14 on team 1, killing 17.000000 units.
Group 16 on team 1 did 93808 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16386 fire damage to group 8 on team 0, killing 4.000000 units.
Group 7 on team 0 did 334420 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 28070 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 123165 cold damage to group 12 on team 1, killing 3.000000 units.
Group 12 on team 1 did 63452 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 34776 cold damage to group 18 on team 1, killing 2.000000 units.
Group 8 on team 0 did 120776 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10470 fire damage to group 10 on team 0, killing 2.000000 units.
Group 5 on team 0 did 117045 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 213600 fire damage to group 17 on team 1, killing 4.000000 units.

Round 22 beginning.
Group 15 on team 1 did 17542 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 381760 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 84105 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 16050 fire damage to group 3 on team 0, killing 1.000000 units.
Group 4 on team 0 did 271392 slashing damage to group 14 on team 1, killing 17.000000 units.
Group 16 on team 1 did 93676 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16382 fire damage to group 8 on team 0, killing 4.000000 units.
Group 7 on team 0 did 333960 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 28028 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 123080 cold damage to group 12 on team 1, killing 3.000000 units.
Group 12 on team 1 did 63365 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 34524 cold damage to group 18 on team 1, killing 2.000000 units.
Group 8 on team 0 did 120280 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10470 fire damage to group 10 on team 0, killing 2.000000 units.
Group 5 on team 0 did 116910 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 213120 fire damage to group 17 on team 1, killing 4.000000 units.

Round 23 beginning.
Group 15 on team 1 did 16856 radiation damage to group 3 on team 0, killing 2.000000 units.
Group 9 on team 0 did 380240 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 83853 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 14100 fire damage to group 8 on team 0, killing 3.000000 units.
Group 4 on team 0 did 270912 slashing damage to group 14 on team 1, killing 17.000000 units.
Group 16 on team 1 did 93544 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16378 fire damage to group 5 on team 0, killing 1.000000 units.
Group 7 on team 0 did 333500 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 27986 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 122910 cold damage to group 12 on team 1, killing 3.000000 units.
Group 12 on team 1 did 63278 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 34272 cold damage to group 18 on team 1, killing 2.000000 units.
Group 8 on team 0 did 119908 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10470 fire damage to group 10 on team 0, killing 2.000000 units.
Group 5 on team 0 did 116775 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 212640 fire damage to group 17 on team 1, killing 4.000000 units.

Round 24 beginning.
Group 15 on team 1 did 16170 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 378720 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 83601 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 12150 fire damage to group 8 on team 0, killing 3.000000 units.
Group 4 on team 0 did 270432 slashing damage to group 14 on team 1, killing 17.000000 units.
Group 16 on team 1 did 93412 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16374 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 333040 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 27944 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 122825 cold damage to group 12 on team 1, killing 3.000000 units.
Group 12 on team 1 did 63191 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 34020 cold damage to group 15 on team 1, killing 2.000000 units.
Group 8 on team 0 did 119536 bludgeoning damage to group 18 on team 1, killing 9.000000 units.
Group 11 on team 1 did 10470 fire damage to group 10 on team 0, killing 2.000000 units.
Group 5 on team 0 did 116640 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 212160 fire damage to group 17 on team 1, killing 4.000000 units.

Round 25 beginning.
Group 15 on team 1 did 15974 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 377200 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 83349 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 10200 fire damage to group 8 on team 0, killing 2.000000 units.
Group 4 on team 0 did 269952 slashing damage to group 14 on team 1, killing 9.000000 units.
Group 16 on team 1 did 93280 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16356 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 332580 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 27902 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 122740 cold damage to group 12 on team 1, killing 3.000000 units.
Group 12 on team 1 did 63104 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 33768 cold damage to group 15 on team 1, killing 2.000000 units.
Group 8 on team 0 did 119288 bludgeoning damage to group 18 on team 1, killing 9.000000 units.
Group 11 on team 1 did 10470 fire damage to group 10 on team 0, killing 2.000000 units.
Group 5 on team 0 did 116505 cold damage to group 19 on team 1, killing 6.000000 units.
Group 1 on team 0 did 211680 fire damage to group 17 on team 1, killing 4.000000 units.

Round 26 beginning.
Group 15 on team 1 did 15778 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 375680 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 83097 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 8250 fire damage to group 10 on team 0, killing 1.000000 units.
Group 4 on team 0 did 134736 slashing damage to group 12 on team 1, killing 4.000000 units.
Group 16 on team 1 did 93148 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16338 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 332120 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 27860 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 122655 cold damage to group 19 on team 1, killing 7.000000 units.
Group 12 on team 1 did 62988 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 33390 cold damage to group 11 on team 1, killing 4.000000 units.
Group 8 on team 0 did 119288 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10446 fire damage to group 8 on team 0, killing 2.000000 units.
Group 5 on team 0 did 116370 cold damage to group 18 on team 1, killing 9.000000 units.
Group 1 on team 0 did 211200 fire damage to group 17 on team 1, killing 4.000000 units.

Round 27 beginning.
Group 15 on team 1 did 15092 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 374160 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 82845 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 6300 fire damage to group 10 on team 0, killing 1.000000 units.
Group 4 on team 0 did 134496 slashing damage to group 12 on team 1, killing 4.000000 units.
Group 16 on team 1 did 93016 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16320 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 331660 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 27811 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 122570 cold damage to group 19 on team 1, killing 7.000000 units.
Group 12 on team 1 did 62872 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 33264 cold damage to group 11 on team 1, killing 4.000000 units.
Group 8 on team 0 did 119040 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10422 fire damage to group 8 on team 0, killing 2.000000 units.
Group 5 on team 0 did 116235 cold damage to group 18 on team 1, killing 9.000000 units.
Group 1 on team 0 did 210720 fire damage to group 17 on team 1, killing 4.000000 units.

Round 28 beginning.
Group 15 on team 1 did 14406 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 372640 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 82593 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 4350 fire damage to group 10 on team 0, killing 1.000000 units.
Group 4 on team 0 did 134256 slashing damage to group 12 on team 1, killing 4.000000 units.
Group 16 on team 1 did 92884 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16302 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 331200 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 27762 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 122485 cold damage to group 19 on team 1, killing 7.000000 units.
Group 12 on team 1 did 62756 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 33138 cold damage to group 11 on team 1, killing 4.000000 units.
Group 8 on team 0 did 118792 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10398 fire damage to group 8 on team 0, killing 2.000000 units.
Group 5 on team 0 did 116100 cold damage to group 18 on team 1, killing 9.000000 units.
Group 1 on team 0 did 210240 fire damage to group 17 on team 1, killing 4.000000 units.

Round 29 beginning.
Group 15 on team 1 did 13720 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 371120 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 82341 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 2400 fire damage to group 10 on team 0, killing 0.000000 units.
Group 4 on team 0 did 134016 slashing damage to group 12 on team 1, killing 4.000000 units.
Group 16 on team 1 did 92752 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16284 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 330740 radiation damage to group 16 on team 1, killing 6.000000 units.
Group 19 on team 1 did 27713 cold damage to group 4 on team 0, killing 5.000000 units.
Group 3 on team 0 did 122400 cold damage to group 19 on team 1, killing 7.000000 units.
Group 12 on team 1 did 62640 cold damage to group 9 on team 0, killing 19.000000 units.
Group 10 on team 0 did 33138 cold damage to group 11 on team 1, killing 4.000000 units.
Group 8 on team 0 did 118544 bludgeoning damage to group 15 on team 1, killing 7.000000 units.
Group 11 on team 1 did 10374 fire damage to group 8 on team 0, killing 2.000000 units.
Group 5 on team 0 did 115965 cold damage to group 18 on team 1, killing 9.000000 units.
Group 1 on team 0 did 209760 fire damage to group 17 on team 1, killing 4.000000 units.

Round 30 beginning.
Group 15 on team 1 did 13034 radiation damage to group 5 on team 0, killing 1.000000 units.
Group 9 on team 0 did 369600 cold damage to group 20 on team 1, killing 13.000000 units.
Group 17 on team 1 did 82089 fire damage to group 1 on team 0, killing 10.000000 units.
Group 20 on team 1 did 450 fire damage to group 10 on team 0, killing 0.000000 units.
Group 4 on team 0 did 133776 slashing damage to group 12 on team 1, killing 4.000000 units.
Group 16 on team 1 did 92620 cold damage to group 7 on team 0, killing 10.000000 units.
Group 18 on team 1 did 16266 fire damage to group 3 on team 0, killing 1.000000 units.
Group 7 on team 0 did 330280 radiation damage to group 16 on team 1, killing 6.000000 units.
